Affymetrix Probeset ID,MAS5.0 Scaled 100 generated expression value,P-Value that indicates the significance level of the detection call
ID_REF,VALUE,DETECTION,P-VALUE
1007_s_at	240.053398611302	0.46663825898117
1053_at	412.747651595204	0.47023019775223
117_at	388.758902711452	0.373800503131029
121_at	1150.32875768959	0.0524398859713529
1255_g_at	372.19669999066	0.244481478575359
1294_at	1527.5570853282	0.141626941820292
1316_at	114.401688480022	0.483164047676944
1320_at	645.882542654029	0.344493524519777
1405_i_at	1589.71537289917	0.515212335930308
1431_at	671.66459713534	0.609057062818962
1438_at	1900.74196930737	0.547331223013451
1487_at	116.534920729869	0.589428282865185
1494_f_at	815.891517515603	0.425619990700888
1598_g_at	1354.63571811815	0.442767271452183
160020_at	518.118372994302	0.341840254362232
1729_at	1413.04441076614	0.9610552947548
