Affymetrix Probeset ID,MAS5.0 Scaled 100 generated expression value,P-Value that indicates the significance level of the detection call
ID_REF,VALUE,DETECTION,P-VALUE
1007_s_at	670.732157479527	0.44419691049854
1053_at	897.888299728869	0.930968263775284
117_at	1740.21057239263	0.113919453000072
121_at	1348.03703729501	0.975482098509133
1255_g_at	1322.62556075087	0.250740642384564
1294_at	1627.26431955137	0.525028910601705
1316_at	938.347400923469	0.525972825622823
1320_at	64.949280763706	0.967551402158648
1405_i_at	377.870839882824	0.340753479010694
1431_at	1276.2326170246	0.00833594994394105
1438_at	1786.79000240577	0.258885504236353
1487_at	1647.49335762298	0.179635999727623
1494_f_at	332.487840994837	0.127792540073564
1598_g_at	528.576655176359	0.52056210380006
160020_at	299.790588097828	0.053828312909495
1729_at	54.2527008792675	0.954235452620168
